State,Latitude,Longitude,Sun and Moon Data
Montana,46.5891,-112.0391,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '04:22  ST'}, {'phen': 'Rise', 'time': '12:14  ST'}, {'phen': 'Upper Transit', 'time': '20:50  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '08:27  ST'}, {'phen': 'Rise', 'time': '08:57  ST'}, {'phen': 'Upper Transit', 'time': '14:39  ST'}, {'phen': 'Set', 'time': '20:22  ST'}, {'phen': 'End Civil Twilight', 'time': '20:52  ST'}], 'tz': -5.0, 'year': 2025}"
Nebraska,40.8081,-96.6997,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '02:50  ST'}, {'phen': 'Rise', 'time': '11:39  ST'}, {'phen': 'Upper Transit', 'time': '19:46  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '07:25  ST'}, {'phen': 'Rise', 'time': '07:52  ST'}, {'phen': 'Upper Transit', 'time': '13:38  ST'}, {'phen': 'Set', 'time': '19:24  ST'}, {'phen': 'End Civil Twilight', 'time': '19:51  ST'}], 'tz': -5.0, 'year': 2025}"
Nevada,39.1638,-119.7664,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '04:20  ST'}, {'phen': 'Rise', 'time': '13:21  ST'}, {'phen': 'Upper Transit', 'time': '21:23  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '08:57  ST'}, {'phen': 'Rise', 'time': '09:24  ST'}, {'phen': 'Upper Transit', 'time': '15:10  ST'}, {'phen': 'Set', 'time': '20:57  ST'}, {'phen': 'End Civil Twilight', 'time': '21:24  ST'}], 'tz': -5.0, 'year': 2025}"
New Hampshire,43.2081,-71.5376,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:14  ST'}, {'phen': 'Rise', 'time': '09:44  ST'}, {'phen': 'Upper Transit', 'time': '18:02  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '05:45  ST'}, {'phen': 'Rise', 'time': '06:13  ST'}, {'phen': 'Upper Transit', 'time': '11:57  ST'}, {'phen': 'Set', 'time': '17:42  ST'}, {'phen': 'End Civil Twilight', 'time': '18:10  ST'}], 'tz': -5.0, 'year': 2025}"
New Jersey,40.2206,-74.7691,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:15  ST'}, {'phen': 'Rise', 'time': '10:11  ST'}, {'phen': 'Upper Transit', 'time': '18:15  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '05:57  ST'}, {'phen': 'Rise', 'time': '06:24  ST'}, {'phen': 'Upper Transit', 'time': '12:10  ST'}, {'phen': 'Set', 'time': '17:57  ST'}, {'phen': 'End Civil Twilight', 'time': '18:24  ST'}], 'tz': -5.0, 'year': 2025}"
New Mexico,35.6822,-105.9394,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '03:09  ST'}, {'phen': 'Rise', 'time': '12:37  ST'}, {'phen': 'Upper Transit', 'time': '20:25  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '08:01  ST'}, {'phen': 'Rise', 'time': '08:26  ST'}, {'phen': 'Upper Transit', 'time': '14:15  ST'}, {'phen': 'Set', 'time': '20:04  ST'}, {'phen': 'End Civil Twilight', 'time': '20:29  ST'}], 'tz': -5.0, 'year': 2025}"
New York,42.6526,-73.7562,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:21  ST'}, {'phen': 'Rise', 'time': '09:56  ST'}, {'phen': 'Upper Transit', 'time': '18:11  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '05:54  ST'}, {'phen': 'Rise', 'time': '06:22  ST'}, {'phen': 'Upper Transit', 'time': '12:06  ST'}, {'phen': 'Set', 'time': '17:51  ST'}, {'phen': 'End Civil Twilight', 'time': '18:19  ST'}], 'tz': -5.0, 'year': 2025}"
North Carolina,35.7804,-78.6391,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:15  ST'}, {'phen': 'Rise', 'time': '10:44  ST'}, {'phen': 'Upper Transit', 'time': '18:31  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:12  ST'}, {'phen': 'Rise', 'time': '06:37  ST'}, {'phen': 'Upper Transit', 'time': '12:26  ST'}, {'phen': 'Set', 'time': '18:14  ST'}, {'phen': 'End Civil Twilight', 'time': '18:40  ST'}], 'tz': -5.0, 'year': 2025}"
North Dakota,46.8208,-100.7837,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '03:36  ST'}, {'phen': 'Rise', 'time': '11:26  ST'}, {'phen': 'Upper Transit', 'time': '20:03  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '07:42  ST'}, {'phen': 'Rise', 'time': '08:13  ST'}, {'phen': 'Upper Transit', 'time': '13:54  ST'}, {'phen': 'Set', 'time': '19:37  ST'}, {'phen': 'End Civil Twilight', 'time': '20:07  ST'}], 'tz': -5.0, 'year': 2025}"
Ohio,39.9612,-82.9988,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:49  ST'}, {'phen': 'Rise', 'time': '10:46  ST'}, {'phen': 'Upper Transit', 'time': '18:49  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:30  ST'}, {'phen': 'Rise', 'time': '06:57  ST'}, {'phen': 'Upper Transit', 'time': '12:43  ST'}, {'phen': 'Set', 'time': '18:30  ST'}, {'phen': 'End Civil Twilight', 'time': '18:57  ST'}], 'tz': -5.0, 'year': 2025}"
Oklahoma,35.4676,-97.5164,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '02:33  ST'}, {'phen': 'Rise', 'time': '12:03  ST'}, {'phen': 'Upper Transit', 'time': '19:50  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '07:27  ST'}, {'phen': 'Rise', 'time': '07:53  ST'}, {'phen': 'Upper Transit', 'time': '13:41  ST'}, {'phen': 'Set', 'time': '19:30  ST'}, {'phen': 'End Civil Twilight', 'time': '19:56  ST'}], 'tz': -5.0, 'year': 2025}"
Oregon,44.9429,-123.0351,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '04:59  ST'}, {'phen': 'Rise', 'time': '13:09  ST'}, {'phen': 'Upper Transit', 'time': '21:36  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '09:11  ST'}, {'phen': 'Rise', 'time': '09:40  ST'}, {'phen': 'Upper Transit', 'time': '15:23  ST'}, {'phen': 'Set', 'time': '21:07  ST'}, {'phen': 'End Civil Twilight', 'time': '21:36  ST'}], 'tz': -5.0, 'year': 2025}"
Pennsylvania,40.2732,-76.8867,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:24  ST'}, {'phen': 'Rise', 'time': '10:19  ST'}, {'phen': 'Upper Transit', 'time': '18:24  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:06  ST'}, {'phen': 'Rise', 'time': '06:33  ST'}, {'phen': 'Upper Transit', 'time': '12:19  ST'}, {'phen': 'Set', 'time': '18:05  ST'}, {'phen': 'End Civil Twilight', 'time': '18:32  ST'}], 'tz': -5.0, 'year': 2025}"
Rhode Island,41.8236,-71.4222,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:08  ST'}, {'phen': 'Rise', 'time': '09:50  ST'}, {'phen': 'Upper Transit', 'time': '18:01  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '05:44  ST'}, {'phen': 'Rise', 'time': '06:12  ST'}, {'phen': 'Upper Transit', 'time': '11:57  ST'}, {'phen': 'Set', 'time': '17:42  ST'}, {'phen': 'End Civil Twilight', 'time': '18:10  ST'}], 'tz': -5.0, 'year': 2025}"
South Carolina,34.0007,-81.0348,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:19  ST'}, {'phen': 'Rise', 'time': '11:00  ST'}, {'phen': 'Upper Transit', 'time': '18:41  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:21  ST'}, {'phen': 'Rise', 'time': '06:46  ST'}, {'phen': 'Upper Transit', 'time': '12:35  ST'}, {'phen': 'Set', 'time': '18:25  ST'}, {'phen': 'End Civil Twilight', 'time': '18:50  ST'}], 'tz': -5.0, 'year': 2025}"
South Dakota,44.3668,-100.3538,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '03:21  ST'}, {'phen': 'Rise', 'time': '11:38  ST'}, {'phen': 'Upper Transit', 'time': '20:02  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '07:40  ST'}, {'phen': 'Rise', 'time': '08:09  ST'}, {'phen': 'Upper Transit', 'time': '13:53  ST'}, {'phen': 'Set', 'time': '19:37  ST'}, {'phen': 'End Civil Twilight', 'time': '20:06  ST'}], 'tz': -5.0, 'year': 2025}"
Tennessee,36.1627,-86.7816,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:50  ST'}, {'phen': 'Rise', 'time': '11:16  ST'}, {'phen': 'Upper Transit', 'time': '19:05  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:45  ST'}, {'phen': 'Rise', 'time': '07:10  ST'}, {'phen': 'Upper Transit', 'time': '12:58  ST'}, {'phen': 'Set', 'time': '18:47  ST'}, {'phen': 'End Civil Twilight', 'time': '19:13  ST'}], 'tz': -5.0, 'year': 2025}"
Texas,30.2672,-97.7431,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '02:17  ST'}, {'phen': 'Rise', 'time': '12:21  ST'}, {'phen': 'Upper Transit', 'time': '19:51  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '07:27  ST'}, {'phen': 'Rise', 'time': '07:51  ST'}, {'phen': 'Upper Transit', 'time': '13:42  ST'}, {'phen': 'Set', 'time': '19:34  ST'}, {'phen': 'End Civil Twilight', 'time': '19:58  ST'}], 'tz': -5.0, 'year': 2025}"
Utah,40.7608,-111.891,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '03:53  ST'}, {'phen': 'Rise', 'time': '12:42  ST'}, {'phen': 'Upper Transit', 'time': '20:50  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '08:26  ST'}, {'phen': 'Rise', 'time': '08:53  ST'}, {'phen': 'Upper Transit', 'time': '14:39  ST'}, {'phen': 'Set', 'time': '20:25  ST'}, {'phen': 'End Civil Twilight', 'time': '20:52  ST'}], 'tz': -5.0, 'year': 2025}"
Vermont,44.2624,-72.58,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:24  ST'}, {'phen': 'Rise', 'time': '09:43  ST'}, {'phen': 'Upper Transit', 'time': '18:06  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '05:49  ST'}, {'phen': 'Rise', 'time': '06:18  ST'}, {'phen': 'Upper Transit', 'time': '12:01  ST'}, {'phen': 'Set', 'time': '17:45  ST'}, {'phen': 'End Civil Twilight', 'time': '18:14  ST'}], 'tz': -5.0, 'year': 2025}"
Virginia,37.5407,-77.436,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:16  ST'}, {'phen': 'Rise', 'time': '10:32  ST'}, {'phen': 'Upper Transit', 'time': '18:26  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:07  ST'}, {'phen': 'Rise', 'time': '06:34  ST'}, {'phen': 'Upper Transit', 'time': '12:21  ST'}, {'phen': 'Set', 'time': '18:09  ST'}, {'phen': 'End Civil Twilight', 'time': '18:35  ST'}], 'tz': -5.0, 'year': 2025}"
Washington,47.0379,-122.9007,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '05:10  ST'}, {'phen': 'Rise', 'time': '12:57  ST'}, {'phen': 'Upper Transit', 'time': '21:36  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '09:11  ST'}, {'phen': 'Rise', 'time': '09:41  ST'}, {'phen': 'Upper Transit', 'time': '15:23  ST'}, {'phen': 'Set', 'time': '21:05  ST'}, {'phen': 'End Civil Twilight', 'time': '21:35  ST'}], 'tz': -5.0, 'year': 2025}"
West Virginia,38.3498,-81.6326,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '01:37  ST'}, {'phen': 'Rise', 'time': '10:47  ST'}, {'phen': 'Upper Transit', 'time': '18:44  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:24  ST'}, {'phen': 'Rise', 'time': '06:51  ST'}, {'phen': 'Upper Transit', 'time': '12:38  ST'}, {'phen': 'Set', 'time': '18:25  ST'}, {'phen': 'End Civil Twilight', 'time': '18:52  ST'}], 'tz': -5.0, 'year': 2025}"
Wisconsin,43.0731,-89.4012,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '02:29  ST'}, {'phen': 'Rise', 'time': '10:59  ST'}, {'phen': 'Upper Transit', 'time': '19:16  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '06:56  ST'}, {'phen': 'Rise', 'time': '07:25  ST'}, {'phen': 'Upper Transit', 'time': '13:09  ST'}, {'phen': 'Set', 'time': '18:53  ST'}, {'phen': 'End Civil Twilight', 'time': '19:22  ST'}], 'tz': -5.0, 'year': 2025}"
Wyoming,41.1399,-104.8202,"{'closestphase': {'day': 6, 'month': 3, 'phase': 'First Quarter', 'time': '11:31  ST', 'year': 2025}, 'curphase': 'First Quarter', 'day': 6, 'day_of_week': 'Thursday', 'fracillum': '50%', 'isdst': False, 'label': None, 'month': 3, 'moondata': [{'phen': 'Set', 'time': '03:25  ST'}, {'phen': 'Rise', 'time': '12:11  ST'}, {'phen': 'Upper Transit', 'time': '20:20  ST'}], 'sundata': [{'phen': 'Begin Civil Twilight', 'time': '07:58  ST'}, {'phen': 'Rise', 'time': '08:25  ST'}, {'phen': 'Upper Transit', 'time': '14:10  ST'}, {'phen': 'Set', 'time': '19:56  ST'}, {'phen': 'End Civil Twilight', 'time': '20:24  ST'}], 'tz': -5.0, 'year': 2025}"
